"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ (KDU-ČSL)","27/27","0",19,"8","48,4","30%","59%",1
"OBČANÉ PATRIOTI","27/27","0",1,"26","43,8","26%","44%",1022
"PLZEŇ PRO SPORT","27/27","0",0,"0","35,6","52%","15%",1033
"SPOLEČNĚ ZA PLZEŇ-KOALICE PLZEŇSKÉ ALIANCE, PIRÁTI, ZMĚNA, STAN A SZ","27/27","0",6,"21","41,1","48%","52%",1084
"PRAVÁ VOLBA PRO PLZEŇ (PVP)","25/27","0",18,"7","50,3","44%","68%",111
"KOMUNISTICKÁ STRANA ČECH A MORAVY","27/27","3",0,"17","65,1","33%","19%",47
"OBČANSKÁ DEMOKRATICKÁ STRANA","27/27","10",0,"17","45,9","26%","30%",53
"ZMĚNA PRO PLZEŇ","18/27","0",0,"0","48,9","33%","33%",557
"VEŘEJNÉ ZÁJMY PLZNĚ S PODPOROU INICIATIVY ZA LEVNĚJŠÍ MHD, SPOLKU P-FANS A ÚSVIT","27/27","0",0,"0","46,8","44%","26%",565
"ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ","27/27","7",0,"11","51,4","33%","41%",7
"STRANA SVOBODNÝCH OBČANŮ","27/27","0",1,"26","32,1","26%","26%",714
"TOP 09","27/27","4",0,"11","39,8","33%","67%",721
"ANO 2011","27/27","0",0,"0","46,6","7%","70%",768
