"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ","25/25","1",0,"9","46,7","52%","60%",1
"OBČANÉ PATRIOTI","25/25","0",0,"0","45,6","32%","24%",1022
"PLZEŇ PRO SPORT","25/25","0",0,"0","33,8","40%","24%",1033
"SPOLEČNĚ ZA PLZEŇ-KOALICE PLZEŇSKÉ ALIANCE, PIRÁTI, ZMĚNA, STAN A SZ","22/25","0",5,"17","43","50%","50%",1084
"PRAVÁ VOLBA PRO PLZEŇ (PVP)","25/25","0",15,"10","48,8","40%","60%",111
"KOMUNISTICKÁ STRANA ČECH A MORAVY","25/25","3",0,"10","60,2","56%","12%",47
"OBČANSKÁ DEMOKRATICKÁ STRANA","25/25","7",0,"14","42,9","16%","48%",53
"ZMĚNA PRO PLZEŇ","25/25","0",0,"0","48,9","56%","24%",557
"VEŘEJNÉ ZÁJMY PLZNĚ S PODPOROU INICIATIVY ZA LEVNĚJŠÍ MHD, SPOLKU P-FANS A ÚSVIT","25/25","0",3,"22","58,6","48%","8%",565
"ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ","25/25","7",0,"12","44,6","40%","60%",7
"STRANA SVOBODNÝCH OBČANŮ","25/25","0",1,"24","37,2","32%","28%",714
"TOP 09","25/25","4",0,"12","39,5","36%","76%",721
"ANO 2011","25/25","0",0,"0","44,3","48%","52%",768
