"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"VOLBA PRO SLANÝ","27/27","0",10,"17","48,3","0%","33%",113
"UNIE PRO SPORT A ZDRAVÍ","27/27","2",0,"13","48,8","0%","41%",119
"OBČANÉ MĚSTA SLANÉHO","27/27","0",4,"23","42,6","0%","48%",470
"NEZÁVISLÍ KANDIDÁTI, KDU-ČSL A STRANA ZELENÝCH","27/27","0",15,"12","49,1","0%","59%",479
"OBČANSKÁ DEMOKRATICKÁ STRANA","27/27","10",2,"16","43","0%","33%",53
"NAŠE MĚSTO- KOALICE KSČM, STRANY PRÁV OBČANŮ A NEZÁVISLÝCH KANDIDÁTŮ","27/27","0",18,"9","54,1","0%","37%",533
"ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ","27/27","6",1,"12","51,6","0%","26%",7
"STRANA SVOBODNÝCH OBČANŮ","27/27","0",1,"26","32,1","0%","22%",714
"TOP 09","22/27","0",7,"15","40,7","0%","27%",721
"ANO 2011","27/27","0",5,"22","44,6","0%","30%",768
"ÚSVIT PŘÍMÉ DEMOKRACIE","4/27","0",2,"2","43","0%","50%",792
