"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ","23/23","1",1,"20","43,5","35%","35%",1
"VOLBA PRO MĚSTO","23/23","1",0,"16","41","39%","43%",113
"STRANA ZELENÝCH A NEZÁVISLÍ KANDIDÁTI","7/23","0",2,"5","52,9","71%","71%",364
"ŠANCE 2014 - SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ","23/23","0",16,"7","47,6","48%","61%",449
"KOMUNISTICKÁ STRANA ČECH A MORAVY","23/23","2",0,"10","64,5","9%","4%",47
"OBČANSKÁ DEMOKRATICKÁ STRANA","23/23","5",1,"10","47,6","26%","22%",53
"ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ","9/23","1",1,"2","49,6","44%","0%",7
"ANO 2011","23/23","0",5,"18","52,8","52%","26%",768
"SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ TRHOVOSVINENSKA 2014","23/23","0",10,"13","44","22%","57%",901
"JSME TADY DOMA","23/23","0",4,"19","46,4","22%","22%",902
"SNK ZMĚNA PRO TRHOVÉ SVINY","23/23","0",8,"15","49","26%","4%",903
"DOKÁŽEME TO!","23/23","0",4,"19","46,6","35%","22%",904
"SNK VÝZVA!","23/23","0",6,"17","47,4","22%","22%",905
"SNK SVINENSKÝ ZVON","23/23","0",13,"10","53,9","39%","13%",906
