"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ","21/21","3",0,"7","43,8","52%","48%",1
"ANTIBURSÍK - STOP EKOTERORU !","1/21","0",0,"0","38","0%","100%",1001
"KOMUNISTICKÁ STRANA ČECH A MORAVY","21/21","1",1,"7","69","38%","14%",47
"SPOLU PRO LEPŠÍ SLATINU, 62700.CZ","21/21","0",5,"16","42,8","38%","19%",470
"OBČANSKÁ DEMOKRATICKÁ STRANA","21/21","4",0,"15","41,9","38%","14%",53
"ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ","21/21","8",0,"5","35,3","33%","33%",7
"STRANA SVOBODNÝCH OBČANŮ","21/21","0",2,"19","37","52%","43%",714
"TOP 09","21/21","2",0,"15","48,3","38%","33%",721
"HNUTÍ NEZÁVISLÝCH ZA VŠESTRANNÝ ROZVOJ SLATINY","21/21","3",0,"6","52,6","19%","10%",741
"ANO 2011","21/21","0",0,"0","35","43%","19%",768
