"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ","27/27","3",0,"9","47,6","33%","67%",1
"""SDRUŽENÍ NESTRANÍKŮ""","27/27","0",0,"0","34,9","44%","41%",158
"KOMUNISTICKÁ STRANA ČECH A MORAVY","27/27","4",0,"8","58,5","22%","22%",47
"OBČANSKÁ DEMOKRATICKÁ STRANA","27/27","3",0,"14","41,3","41%","56%",53
"ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ","27/27","5",2,"13","46,4","26%","56%",7
"ČESKÁ PIRÁTSKÁ STRANA","10/27","0",0,"0","22,2","30%","10%",720
"STRANA PRÁV OBČANŮ","27/27","0",14,"13","49,1","7%","33%",724
"ANO 2011","27/27","0",2,"25","46,6","37%","41%",768
"MORAVANÉ","27/27","0",0,"23","50,1","59%","4%",83
"SEDMADVACÍTKA NEZÁVISLÝCH","27/27","11",1,"6","48,1","37%","70%",901
