"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ","21/21","1",1,"7","47,8","38%","67%",1
"VOLBA PRO MĚSTO","21/21","3",1,"9","50,6","24%","52%",113
"NESTRANÍCI","21/21","3",0,"7","45,1","33%","67%",181
"KOMUNISTICKÁ STRANA ČECH A MORAVY","21/21","1",0,"3","62,9","24%","14%",47
"PATRIOTI PRO VM","21/21","0",6,"15","38,6","33%","62%",515
"OBČANSKÁ DEMOKRATICKÁ STRANA","21/21","4",2,"8","47,1","43%","43%",53
"DĚLNICKÁ STRANA SOCIÁLNÍ SPRAVEDLNOSTI - ZA BEZPEČNÉ MĚSTO","4/21","0",0,"0","47,2","0%","0%",600
"ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ","21/21","5",3,"8","51,6","38%","29%",7
"TOP 09","21/21","1",1,"13","46,5","62%","29%",721
"STRANA PRÁV OBČANŮ","21/21","0",8,"13","53,4","19%","38%",724
"ANO 2011","21/21","0",1,"20","44,9","19%","48%",768
"ÚSVIT PŘÍMÉ DEMOKRACIE","21/21","0",2,"19","45,8","48%","19%",792
"NEZÁVISLÍ","21/21","1",5,"6","52,1","43%","29%",88
