"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ","21/21","3",2,"6","49,5","19%","33%",1
"OBČANSKÁ DEMOKRATICKÁ STRANA A NEZÁVISLÍ KANDIDÁTI","21/21","0",13,"8","51,1","19%","43%",389
"KOMUNISTICKÁ STRANA ČECH A MORAVY","21/21","1",0,"4","68,5","24%","0%",47
"SPO A NEZÁVISLÍ KANDIDÁTI","21/21","0",4,"17","46,4","29%","29%",483
"ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ","21/21","1",1,"14","45,7","19%","24%",7
"ANO 2011","21/21","0",11,"10","47,4","33%","43%",768
"NEZÁVISLÍ KANDIDÁTI ""OBČANÉ PRO ZMĚNU""","21/21","0",15,"6","41,7","86%","29%",901
""" NEZÁVISLÍ 2014 ""","21/21","0",14,"7","51","43%","48%",902
"KANDIDÁTKA MLADÝCH","21/21","1",1,"17","31,1","43%","86%",903
"VALAŠSKÉ KLOBOUKY - MĚSTO PRO ŽIVOT","21/21","0",16,"5","46,1","29%","43%",904
