"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"DOMOV","17/17","0",13,"4","55,9","65%","18%",155
"TRADICE A BUDOUCNOST PRO KYNŠPERK NAD OHŘÍ","17/17","0",3,"14","53,5","24%","6%",355
"KOMUNISTICKÁ STRANA ČECH A MORAVY","17/17","2",0,"3","63,9","18%","24%",47
"SPOLEČNĚ PRO MĚSTO","17/17","0",5,"12","50,9","82%","6%",470
"KYNŠPERK PRO OBČANY","17/17","0",2,"15","46,5","41%","6%",483
"OBČANSKÁ DEMOKRATICKÁ STRANA","14/17","3",1,"2","48,9","21%","14%",53
"ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ","17/17","3",1,"5","54,3","24%","29%",7
"ANO PRO KYNŠPERK","17/17","0",8,"9","35,2","71%","24%",901
"SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ","17/17","5",4,"3","45,4","59%","18%",902
"SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ RE-GENERACE","17/17","0",2,"15","32,9","18%","41%",903
