"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"OBČANSKÁ DEMOKRATICKÁ STRANA","11/11","1",1,"4","49,1","27%","27%",53
"ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ","11/11","2",0,"4","64,7","27%","9%",7
"PROSPERITA MALŠICKO","11/11","2",6,"1","49,5","18%","18%",901
"MALŠICE A OSADY 2014","11/11","0",8,"3","47,5","55%","45%",902
"MĚSTYS MALŠICE 2014","11/11","0",8,"3","47,9","55%","45%",903
"MALŠICKO.KVALITNĚ.CZ","11/11","0",8,"3","42,8","55%","36%",904
"MALŠICKO 2014","11/11","0",1,"10","28,7","0%","0%",905
"ZMĚNA - TADY ŽIJEM","11/11","0",1,"10","44","27%","9%",906
"ZMĚNA - PRO NAŠE DĚTI","11/11","0",3,"8","43,4","36%","0%",907
"ZMĚNA - TADY CHCEME ŽÍT","11/11","0",2,"9","42,7","55%","18%",908
"ZMĚNA - PRO NAŠE VNOUČATA","11/11","0",1,"10","66,4","55%","18%",909
"ZMĚNA - SEM SE CHCEME VRACET","11/11","0",1,"10","46,9","36%","9%",910
