"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ","15/15","1",0,"6","50,7","73%","20%",1
"STAROSTOVÉ A NEZÁVISLÍ","15/15","0",10,"5","49,9","7%","33%",166
"KOMUNISTICKÁ STRANA ČECH A MORAVY","12/15","2",0,"3","64","25%","0%",47
"PATRIOTI PRO VIKÝŘOVICE","15/15","0",4,"11","43,4","33%","20%",509
"OBČANSKÁ DEMOKRATICKÁ STRANA","15/15","3",0,"9","55,5","67%","20%",53
"ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ","15/15","0",2,"13","43,9","53%","7%",7
"PRO OBČANY A PROSPERITU OBCE","15/15","0",3,"12","45,8","40%","33%",901
"""ZA JEDNOTU OBČANŮ""","15/15","0",11,"4","50,1","33%","40%",902
"VIZE PRO VIKÝŘOVICE 2014 - 2018","15/15","0",1,"14","45,1","100%","20%",903
"""JSME TU PRO VÁS""","15/15","3",0,"4","47","47%","13%",904
"NOVÁ ŠANCE","15/15","0",2,"13","39,9","47%","27%",905
