"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"OBČANSKÁ KONZERVATIVNÍ STRANA","10/35","0",2,"8","43,4","50%","0%",1006
"ZA ČESKOU PRAHU - DSSS A NÁRODNÍ DEMOKRACIE","6/35","0",0,"0","34,3","33%","17%",1087
"DOMOV","20/35","0",0,"0","48,8","30%","20%",155
"STRANA ZELENÝCH S PODPOROU PIRÁTŮ A LES","35/35","0",3,"32","43,3","49%","40%",364
"KOMUNISTICKÁ STRANA ČECH A MORAVY","27/35","3",0,"13","58","30%","37%",47
"OBČANSKÁ DEMOKRATICKÁ STRANA","35/35","8",0,"13","51,6","46%","54%",53
"ZMĚNA PRO PRAHU 12 - KOALICE STRAN KDU-ČSL, KONZERVATIVNÍ STRANA, STRANA ZDRAVÉHO ROZUMU A NK: VÍME PŘESNĚ, CO ZMĚNIT","35/35","0",14,"21","50,1","34%","60%",553
"ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ","35/35","7",0,"15","49","26%","60%",7
"STRANA SVOBODNÝCH OBČANŮ","31/35","0",1,"30","47,4","13%","29%",714
"TOP 09","35/35","9",1,"17","44,8","23%","57%",721
"ANO 2011","35/35","0",4,"31","49,9","29%","26%",768
"PRO PRAHU","35/35","0",2,"33","48,3","54%","31%",791
