"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"BUDOUCNOST PRO POSTOLOPRTY A VENKOV","15/15","0",8,"7","46,6","27%","20%",427
"KOMUNISTICKÁ STRANA ČECH A MORAVY","15/15","3",1,"2","61,3","20%","7%",47
"NAŠE POSTOLOPRTSKO","15/15","0",10,"5","46,9","7%","20%",470
"NOVÝ IMPULS PRO POSTOLOPRTY","15/15","3",2,"4","45,2","27%","7%",478
"ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ","15/15","2",1,"10","44,1","47%","0%",7
"STRANA SOUKROMNÍKŮ ČESKÉ REPUBLIKY","15/15","0",7,"8","48,8","27%","13%",716
"STRANA ROVNÝCH PŘÍLEŽITOSTÍ","10/15","0",0,"0","40,3","20%","0%",767
"ANO 2011","15/15","0",4,"11","55,5","13%","33%",768
"OBČANÉ PRO MĚSTO A VENKOV - NEZÁVISLÍ","15/15","0",6,"9","42","47%","47%",901
"RADNICE PRO OBČANY - NEZÁVISLÍ","15/15","4",1,"6","50,4","20%","33%",902
