"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ","45/45","1",0,"20","44","29%","87%",1
"KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ","45/45","0",0,"20","44","29%","87%",1
"PROOLOMOUC","30/45","0",0,"0","40,4","27%","60%",1039
"KOMUNISTICKÁ STRANA ČECH A MORAVY","45/45","1",1,"23","59,2","38%","36%",47
"PATRIOTI PRO OLOMOUC","45/45","0",6,"39","38,5","42%","22%",509
"OBČANÉ PRO OLOMOUC","45/45","0",5,"40","39,7","29%","80%",529
"OBČANSKÁ DEMOKRATICKÁ STRANA","45/45","3",1,"31","46,7","20%","51%",53
"OBČANSKÁ DEMOKRATICKÁ STRANA","45/45","2",1,"31","46,7","20%","51%",53
"KORUNA ČESKÁ (MONARCHISTICKÁ STRANA ČECH, MORAVY A SLEZSKA)","27/45","0",0,"7","51,4","22%","48%",55
"ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ","45/45","4",1,"20","50,4","20%","69%",7
"ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ","45/45","3",1,"20","50,4","20%","69%",7
"STRANA SVOBODNÝCH OBČANŮ","45/45","0",1,"44","40,6","36%","47%",714
"TOP 09","45/45","1",0,"21","46,5","29%","82%",721
"TOP 09","45/45","2",0,"21","46,5","29%","82%",721
"STRANA PRÁV OBČANŮ","30/45","0",15,"15","53,5","50%","33%",724
"REPUBLIKÁNSKÁ STRANA ČECH, MORAVY A SLEZSKA","45/45","0",0,"22","56,9","33%","7%",736
"ANO 2011","45/45","0",4,"41","44,6","33%","67%",768
"ÚSVIT PŘÍMÉ DEMOKRACIE","45/45","0",7,"38","44","29%","27%",792
