"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"KDU-ČSL A STRANA ZELENÝCH","21/21","0",5,"16","49,7","24%","62%",303
"RADNICE 2014","21/21","0",5,"16","44,6","43%","38%",411
"M Ě L N I Č A N É","21/21","0",11,"10","50,3","38%","62%",449
"KOMUNISTICKÁ STRANA ČECH A MORAVY","21/21","2",0,"13","49,6","24%","19%",47
"TOP 09 S PODPOROU NEZÁVISLÝCH","21/21","0",12,"9","43,3","33%","62%",480
"OBČANSKÁ DEMOKRATICKÁ STRANA","21/21","4",0,"13","49,2","38%","43%",53
"ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ","21/21","4",0,"13","46,5","10%","43%",7
"STRANA SOUKROMNÍKŮ ČESKÉ REPUBLIKY","21/21","0",0,"0","44,8","33%","14%",716
"ANO 2011","21/21","0",1,"20","37","29%","48%",768
"ROMSKÁ DEMOKRATICKÁ STRANA","1/21","0",0,"0","53","0%","0%",794
"MÉ MĚSTO","21/21","0",8,"13","45,7","19%","48%",901
