"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"OBČANSKÁ KONZERVATIVNÍ STRANA","65/65","0",4,"61","39,3","46%","18%",1006
"POLITICKÉ HNUTÍ OBRODA","65/65","0",10,"55","42,9","23%","14%",1013
"SPOLEČNOST PROTI DEVELOPERSKÉ VÝSTAVBĚ V PROKOPSKÉM ÚDOLÍ","65/65","0",0,"0","42,7","32%","20%",1041
"RESTART 2014","65/65","0",1,"64","39,9","45%","26%",1052
"KOALICE - ROZUMNÍ - NE DALŠÍM MODRÝM ZÓNÁM - ANO MOŽNOSTI KRÁTKODOBÉHO STÁNÍ KDEKOLIV V PRAZE PRO PRAŽANY ZDARMA ...","65/65","0",11,"54","48,4","48%","35%",1054
"HNUTÍ OBČANŮ PRAHY","65/65","0",0,"0","44,4","42%","18%",1056
"PRO PRAHU","63/65","0",7,"56","39,5","46%","17%",1059
"TROJKOALICE ZELENÍ, KDU-ČSL A STAROSTOVÉ - MÁTE PRÁVO","65/65","0",32,"33","45,6","35%","88%",1069
"NÁRODNÍ KONGRES - ZA ČESKOU PRAHU - KOALICE DSSS A NÁRODNÍ DEMOKRACIE","65/65","0",11,"54","47,3","26%","12%",1087
"DOMOV","65/65","0",2,"63","47,1","37%","12%",155
"ŘEŠENÍ PRO PRAHU - STOP NÍZKOEMISNÍ ZÓNĚ, ZRUŠIT MODRÉ ZÓNY, MHD ZDARMA - WWW.RESENIPROPRAHU.CZ","64/65","0",0,"0","45,9","44%","11%",453
"KOMUNISTICKÁ STRANA ČECH A MORAVY","65/65","1",1,"29","58,2","17%","60%",47
"KOMUNISTICKÁ STRANA ČECH A MORAVY","65/65","0",1,"29","58,2","17%","60%",47
"REPUBLIKA PRO PRAHU","63/65","0",1,"62","40,4","37%","10%",508
"SDRUŽENÍ NEZÁVISLÝCH OBČANŮ PRAHY, SNOP - PRAHA","65/65","0",12,"53","50,6","31%","49%",517
"PATRIOTI - VOLBA PRO PRAHU S PODPOROU INICIATIVY MHD ZDARMA.CZ","65/65","0",6,"59","46,1","32%","22%",524
"OBČANSKÁ DEMOKRATICKÁ STRANA","65/65","2",0,"55","47,8","18%","69%",53
"OBČANSKÁ DEMOKRATICKÁ STRANA","65/65","3",0,"55","47,8","18%","69%",53
"KORUNA ČESKÁ (MONARCHISTICKÁ STRANA ČECH, MORAVY A SLEZSKA)","20/65","0",1,"13","51,7","20%","60%",55
"DEMOKRATÉ JANA KASLA","65/65","0",7,"58","49,8","43%","65%",561
"ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ","65/65","2",1,"42","46","20%","69%",7
"STRANA SVOBODNÝCH OBČANŮ","65/65","0",0,"46","38,5","17%","60%",714
"ČESKÁ PIRÁTSKÁ STRANA","65/65","0",0,"49","37,4","26%","37%",720
"TOP 09","65/65","3",2,"45","46,5","23%","82%",721
"TOP 09","65/65","5",2,"45","46,5","23%","82%",721
"TOP 09","65/65","4",2,"45","46,5","23%","82%",721
"STRANA PRÁV OBČANŮ","65/65","0",2,"63","49,3","34%","35%",724
"KONZERVATIVNÍ ALIANCE 2014","65/65","0",1,"64","43,6","38%","43%",749
"LEV 21 - NÁRODNÍ SOCIALISTÉ","65/65","0",13,"52","53,7","38%","22%",764
"ANO 2011","65/65","0",1,"64","46,7","22%","88%",768
"PRO PRAHU","65/65","0",7,"58","45,3","23%","51%",791
"ÚSVIT PŘÍMÉ DEMOKRACIE","65/65","0",2,"63","48,6","31%","20%",792
"ROMSKÁ DEMOKRATICKÁ STRANA","3/65","0",0,"0","51,3","0%","0%",794
"NEZÁVISLÍ","65/65","0",1,"54","50,7","26%","34%",88
"VOLTE PRAVÝ BLOK-STRANU ZA ODVOLAT.POLIT.,NÍZKÉ DANĚ,VYROVN.ROZP.,MIN.BYROKR.,SPRAV.JUST.,PŘÍMOU DEMOKR. WWW.CIBULKA.NET","11/65","0",5,"6","47,3","0%","0%",98
