"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ","19/19","2",0,"8","47,3","53%","53%",1
"DĚLNICKÁ STRANA SOCIÁLNÍ SPRAVEDLNOSTI","1/19","0",0,"0","26","0%","0%",156
"KONZERVATIVNÍ STRANA","19/19","0",5,"14","49,8","47%","58%",24
"KOMUNISTICKÁ STRANA ČECH A MORAVY","19/19","1",0,"6","58,2","37%","11%",47
"ŠANCE PRO JIH","19/19","0",11,"8","49,4","47%","58%",470
"ZELENÁ REPUBLIKA","19/19","0",11,"8","50,5","37%","26%",508
"OBČANSKÁ DEMOKRATICKÁ STRANA","19/19","3",0,"14","42,4","26%","32%",53
"ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ","19/19","7",0,"2","55,5","32%","42%",7
"TOP 09","19/19","3",0,"16","43,1","37%","11%",721
"ANO 2011","19/19","0",1,"18","47,3","21%","37%",768
"ÚSVIT PŘÍMÉ DEMOKRACIE","19/19","0",1,"18","34","53%","16%",792
