"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"ÚSTECKÉ FÓRUM OBČANŮ","15/15","0",1,"14","48,5","47%","53%",1012
"ČISTÉ ÚSTÍ","15/15","0",1,"14","34,3","53%","0%",1021
"KOMUNISTICKÁ STRANA ČECH A MORAVY","15/15","2",0,"10","59,1","20%","0%",47
"SEVEROČEŠI ÚSTÍ NAD LABEM","15/15","0",2,"13","38,8","53%","0%",518
"OBČANSKÁ DEMOKRATICKÁ STRANA","15/15","3",0,"9","45,5","27%","53%",53
"PRO! ÚSTÍ","15/15","0",3,"12","45,5","47%","67%",562
"ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ","15/15","4",0,"5","54,5","33%","40%",7
"STRANA SVOBODNÝCH OBČANŮ","15/15","0",0,"0","27,8","40%","0%",714
"TOP 09","15/15","3",2,"12","45,5","47%","40%",721
"ANO 2011","15/15","0",1,"14","45,5","40%","80%",768
"PRO SPORT A ZDRAVÍ","15/15","0",11,"4","50,3","13%","60%",785
"ÚSTEČANÉ","15/15","0",7,"8","45,9","27%","7%",796
