"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ","55/55","0",24,"31","49,9","29%","65%",1
"TORYOVÉ","55/55","0",2,"53","43,2","25%","44%",1011
"OSTRAVSKÉ FÓRUM","55/55","0",2,"53","42,7","33%","67%",1027
"JSME OSTRAVA - KOALICE STRANY ZELENÝCH A PIRÁTŮ","55/55","0",17,"38","39,3","36%","62%",1066
"ZMĚNA PRO OSTRAVU","55/55","0",13,"42","47,8","35%","47%",1081
"DĚLNICKÁ STRANA SOCIÁLNÍ SPRAVEDLNOSTI","55/55","0",1,"33","48,3","16%","16%",156
"KOMUNISTICKÁ STRANA ČECH A MORAVY","55/55","8",0,"24","51,4","24%","47%",47
"OBČANSKÁ DEMOKRATICKÁ STRANA","55/55","12",0,"39","49","25%","67%",53
"ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ","55/55","21",0,"43","44,9","35%","60%",7
"STRANA SVOBODNÝCH OBČANŮ","55/55","0",2,"52","40","29%","29%",714
"TOP 09","55/55","4",0,"35","43,1","22%","73%",721
"STRANA PRÁV OBČANŮ","55/55","0",12,"43","45,1","40%","24%",724
"OSTRAVAK","55/55","10",2,"39","45","31%","62%",755
"LEV 21 - NÁRODNÍ SOCIALISTÉ","55/55","0",0,"0","39,2","53%","2%",764
"ANO 2011","55/55","0",2,"53","41,3","38%","44%",768
"ÚSVIT PŘÍMÉ DEMOKRACIE","55/55","0",2,"53","46,3","35%","31%",792
"ROMSKÁ DEMOKRATICKÁ STRANA","37/55","0",0,"0","43,2","32%","0%",794
"NEZÁVISLÍ","55/55","0",7,"26","46,9","40%","62%",88
