"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"PARDUBICE PRO LIDI A SOUKROMNÍCI","15/15","0",1,"14","39,6","33%","67%",1073
"KOALICE PRO PARDUBICE ( KDU-ČSL A NESTRANÍCI )","15/15","0",10,"5","52,2","47%","60%",339
"SDRUŽENÍ PRO PARDUBICE","15/15","4",0,"10","47,3","20%","27%",449
"KOMUNISTICKÁ STRANA ČECH A MORAVY","15/15","2",0,"5","58,7","47%","13%",47
"TOP 09 A NEZÁVISLÍ","15/15","0",0,"0","38,9","20%","33%",480
"STRANA ZELENÝCH","15/15","0",5,"10","51,7","47%","60%",5
"PATRIOTI PARDUBIC","15/15","0",3,"12","54,8","13%","60%",522
"OBČANSKÁ DEMOKRATICKÁ STRANA","15/15","4",0,"9","58,3","33%","67%",53
"NAŠE PARDUBICE - ""NECHCEME VÁM VLÁDNOUT, CHCEME S VÁMI SPOLUPRACOVAT""","15/15","0",1,"14","42","33%","67%",537
"PARDUBÁCI","15/15","2",1,"12","41,8","40%","53%",538
"ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ","15/15","3",0,"7","60,7","40%","40%",7
"ANO 2011","15/15","0",3,"12","44","20%","47%",768
