"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"DĚLNICKÁ STRANA SOCIÁLNÍ SPRAVEDLNOSTI - ZA BEZPEČNÝ SOKOLOV!","2/27","0",0,"0","38,5","50%","0%",1072
"SOKOLOVÁCI","12/27","0",0,"0","48","42%","17%",355
"RADNICE STŘEDU","27/27","0",15,"12","45,6","33%","81%",364
"HNUTÍ PRO MĚSTO SOKOLOV 2014","27/27","0",8,"19","41","30%","67%",389
"KOMUNISTICKÁ STRANA ČECH A MORAVY","27/27","5",0,"9","58,3","33%","22%",47
"STRANA PRÁV OBČANŮ (SPO) A NEZÁVISLÍ KANDIDÁTI","22/27","0",0,"0","47","36%","14%",483
"ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ","27/27","9",1,"10","51,1","19%","52%",7
"STRANA SVOBODNÝCH OBČANŮ","27/27","2",2,"21","40,3","22%","15%",714
"TOP 09","27/27","0",2,"25","34","37%","4%",721
"ANO 2011","27/27","0",4,"23","48,2","30%","56%",768
"NEZÁVISLÍ","27/27","0",12,"15","50","33%","37%",88
"ZMĚNA PRO SOKOLOV","27/27","0",3,"24","43,3","37%","15%",901
