"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ","33/33","0",15,"8","51,8","36%","52%",1
"OTEVŘENÁ RADNICE","33/33","0",4,"29","36,7","18%","21%",1024
"MLADOBOLESLAVSKÉ HNUTÍ NEZÁVISLÝCH","33/33","0",4,"29","39,4","21%","27%",1032
"ANO 2011 + VOLBA PRO MLADOU BOLESLAV","33/33","0",22,"11","48,3","12%","36%",1071
"KOMUNISTICKÁ STRANA ČECH A MORAVY","33/33","3",1,"17","63,5","33%","15%",47
"TOP 09 - LIDI, KTERÉ ZNÁTE","33/33","0",21,"12","43,1","18%","45%",480
"STRANA ZELENÝCH","33/33","0",2,"27","38,2","36%","58%",5
"OBČANSKÁ DEMOKRATICKÁ STRANA","33/33","15",2,"8","52,5","24%","48%",53
"NEZÁVISLÍ PRO MLADOU BOLESLAV","33/33","0",5,"28","40,1","55%","15%",547
"ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ","33/33","9",1,"16","45,1","18%","45%",7
"STRANA SVOBODNÝCH OBČANŮ","33/33","0",0,"0","31,6","36%","30%",714
