"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ","21/21","3",0,"9","52,5","33%","62%",1
"SNK EVROPŠTÍ DEMOKRATÉ","21/21","2",2,"11","50","33%","14%",129
"STAROSTOVÉ A NEZÁVISLÍ","21/21","0",7,"14","40","38%","43%",166
"KOMUNISTICKÁ STRANA ČECH A MORAVY","21/21","1",0,"7","61,3","29%","10%",47
"OBČANSKÁ DEMOKRATICKÁ STRANA","21/21","5",0,"11","48,3","14%","57%",53
"ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ","21/21","2",0,"9","56,2","33%","33%",7
"TOP 09","21/21","1",0,"14","42","24%","43%",721
"ANO 2011","21/21","0",5,"16","50,1","33%","48%",768
"MORAVANÉ","21/21","0",0,"8","59,1","19%","10%",83
"""ZDRAVÝ ROŽNOV""","21/21","0",15,"6","42,6","43%","29%",901
"NEZÁVISLÍ ROŽNOVÁCI","21/21","0",2,"19","38","33%","57%",902
