"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ","45/45","4",0,"21","56,1","31%","62%",1
"""ŽÍT BRNO""","45/45","0",3,"42","36,9","24%","76%",1026
"KONZERVATIVNÍ STRANA","1/45","0",0,"0","59","0%","100%",24
"""A CO BRNO?""","45/45","0",1,"44","39,5","42%","27%",463
"KOMUNISTICKÁ STRANA ČECH A MORAVY","45/45","3",0,"29","58","40%","9%",47
"STAROSTOVÉ A NEZÁVISLÍ - SPOLU PRO BRNO STŘED","45/45","0",1,"44","37,3","40%","27%",470
"STRANA ZELENÝCH","45/45","4",0,"32","39,2","42%","71%",5
"OBČANSKÁ DEMOKRATICKÁ STRANA","45/45","13",0,"19","46,4","36%","44%",53
"ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ","45/45","13",0,"23","44,3","36%","58%",7
"STRANA SVOBODNÝCH OBČANŮ","45/45","0",0,"40","40,8","20%","60%",714
"TOP 09","45/45","8",0,"31","42,4","38%","40%",721
"ANO 2011","45/45","0",3,"42","45,5","31%","38%",768
