"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"VOLBA PRO MĚSTO","15/15","0",6,"9","41,5","27%","47%",457
"KOMUNISTICKÁ STRANA ČECH A MORAVY","15/15","1",0,"2","60,2","20%","0%",47
"KRÁLIČÁCI","15/15","0",0,"0","37,3","13%","7%",538
"ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ","15/15","2",0,"5","49,3","47%","13%",7
"TOP 09","15/15","1",0,"7","38,3","40%","53%",721
"MORAVANÉ","15/15","2",3,"8","43,1","7%","27%",83
"NEZÁVISLÍ","15/15","2",1,"8","51,1","60%","33%",88
"PRAVÁ PRO KRÁLÍKY","15/15","0",4,"11","39,5","20%","27%",901
"PRO KRÁLICKO","15/15","0",8,"7","46,3","27%","67%",902
"NAŠE MĚSTO","15/15","0",8,"7","47,7","53%","13%",903
"OBČANÉ KRÁLICKA","15/15","0",3,"12","38,3","53%","33%",904
