"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"PARDUBICE PRO LIDI A SOUKROMNÍCI","39/39","0",5,"34","41,3","18%","51%",1073
"DOMOV","39/39","0",0,"0","41,5","21%","41%",155
"KOALICE PRO PARDUBICE (KDU-ČSL A NESTRANÍCI)","39/39","0",0,"18","47,9","38%","72%",339
"SDRUŽENÍ PRO PARDUBICE","39/39","9",1,"24","46,8","26%","62%",449
"KOMUNISTICKÁ STRANA ČECH A MORAVY","39/39","4",0,"14","54,8","33%","31%",47
"TOP 09 A NEZÁVISLÍ","39/39","3",1,"26","40,3","15%","64%",480
"ZEMANOVCI","23/39","0",5,"18","51,2","22%","30%",483
"STRANA ZELENÝCH","38/39","0",5,"33","41,8","50%","55%",5
"PATRIOTI PARDUBIC","39/39","0",9,"30","47,4","21%","56%",522
"OBČANSKÁ DEMOKRATICKÁ STRANA","39/39","7",0,"26","46,6","21%","74%",53
"NAŠE PARDUBICE - ""NECHCEME VÁM VLÁDNOUT, CHCEME S VÁMI SPOLUPRACOVAT""","38/39","0",2,"36","43,6","18%","68%",537
"PARDUBÁCI","39/39","5",1,"27","39,8","36%","54%",538
"ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ","39/39","11",0,"21","49,2","33%","54%",7
"SVOBODNÍ","39/39","0",2,"37","35,1","10%","41%",714
"ANO 2011","39/39","0",7,"32","46,5","28%","56%",768
"ÚSVIT PŘÍMÉ DEMOKRACIE","39/39","0",2,"37","46,2","46%","26%",792
"NEZÁVISLÍ","39/39","0",2,"37","44","38%","28%",88
