"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ","21/21","3",1,"5","51,7","33%","67%",1
"VOLBA PRO MĚSTO","21/21","2",0,"12","49,1","38%","67%",113
"NESTRANÍCI","21/21","3",0,"10","51,1","24%","43%",181
"KOMUNISTICKÁ STRANA ČECH A MORAVY","21/21","3",0,"6","63","24%","24%",47
"OBČANSKÁ DEMOKRATICKÁ STRANA","21/21","4",3,"10","47,4","38%","57%",53
"ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ","21/21","2",1,"10","47,3","24%","29%",7
"ANO 2011","21/21","0",3,"18","43,9","5%","14%",768
"VÝCHODOČEŠI","21/21","0",2,"19","49,4","19%","14%",770
"NEZÁVISLÍ ZA RYCHNOV","21/21","0",5,"16","51,1","33%","67%",901
"PRORYCHNOV","21/21","0",9,"12","42,5","38%","52%",902
