"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ","11/11","1",0,"2","53,5","45%","27%",1
"MGR. RADEK KOPEČNÝ, NEZÁVISLÝ KANDIDÁT","1/11","0",1,"0","45","0%","100%",801
"HASIČI VOLFÍŘOV","11/11","2",1,"3","45,7","18%","18%",901
"SDRUŽENÍ PRO ROZVOJ OBCÍ","11/11","0",11,"0","52,5","64%","9%",902
"HASIČI BRANDLÍN","11/11","1",0,"4","43,9","27%","0%",903
"NEZÁVISLÍ  I.","8/11","0",5,"3","40,6","12%","50%",904
"NEZÁVISLÍ  II.","8/11","0",5,"3","42","25%","12%",905
"HASIČI ŘEČICE","9/11","0",6,"3","36,1","0%","0%",906
"HASIČI RADLICE","11/11","1",0,"3","46,8","27%","0%",907
"SVAZ ŽEN VELKÁ LHOTA","11/11","0",6,"5","41,2","91%","9%",908
"HASIČI VELKÁ LHOTA","11/11","1",1,"3","37,6","0%","9%",909
