"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"PRO! BÍLINU","30/30","0",18,"12","45,4","47%","43%",1100
"NEZÁVISLÍ V BÍLINĚ - HNHRM","30/30","0",7,"23","47","53%","7%",456
"KOMUNISTICKÁ STRANA ČECH A MORAVY","30/30","7",0,"11","54,3","30%","7%",47
"MOJE BÍLINA - TOP 09","30/30","0",20,"10","38,5","43%","53%",480
"SEVEROČEŠI BÍLINA","29/30","0",3,"26","56","55%","21%",520
"OBČANSKÁ DEMOKRATICKÁ STRANA","30/30","3",2,"15","43,2","33%","33%",53
"ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ","30/30","2",3,"14","45,5","27%","17%",7
"STRANA SVOBODNÝCH OBČANŮ","10/30","0",1,"9","33,6","50%","30%",714
"NEZÁVISLÍ PRO BÍLINU","30/30","6",2,"4","51,8","40%","50%",735
"BÍLINŠTÍ SOCIÁLNÍ DEMOKRATÉ","30/30","5",5,"9","49,3","37%","27%",745
"ANO 2011","30/30","0",2,"28","40,2","27%","20%",768
