"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ","27/27","0",16,"11","41,2","33%","59%",1
"VOLBA PRO MĚSTO","27/27","0",0,"0","36,2","48%","33%",113
"NEZÁVISLÍ ZA ROZVOJ MĚSTA - SDRUŽENÍ STRANY PRO OTEVŘENOU SPOLEČNOST A NEZÁVISLÝCH KANDIDÁTŮ","27/27","4",0,"7","48,7","30%","74%",407
"NADĚJE PRO UHERSKÝ BROD","23/27","0",0,"0","54","30%","9%",464
"KOMUNISTICKÁ STRANA ČECH A MORAVY","27/27","2",0,"10","63,6","33%","33%",47
"TOP 09 A OBČANÉ MĚSTA UHERSKÝ BROD","27/27","0",11,"16","40,8","33%","30%",480
"OBČANSKÁ DEMOKRATICKÁ STRANA","27/27","5",0,"11","43","15%","59%",53
"ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ","27/27","9",0,"9","49","44%","56%",7
"ANO 2011","27/27","0",3,"24","44,8","26%","33%",768
"ZVUK 12 - ÚSPĚCH A KUMŠT","27/27","0",1,"26","47,3","33%","44%",775
