"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ","35/35","2",0,"12","51,8","20%","54%",1
"SPOLEČNĚ PRO PŘEROV","35/35","0",19,"16","45","26%","60%",1068
"KOMUNISTICKÁ STRANA ČECH A MORAVY","35/35","6",1,"15","56,4","34%","20%",47
"HLAS PŘEROVA","35/35","0",3,"32","48,1","40%","40%",470
"ZA PROSPERITU PŘEROVA A JEHO MÍSTNÍCH ČÁSTÍ","35/35","0",13,"22","43,5","31%","37%",483
"OBČANSKÁ DEMOKRATICKÁ STRANA","35/35","6",0,"26","43,5","23%","37%",53
"ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ","35/35","11",0,"20","48,3","34%","54%",7
"TOP 09","35/35","4",0,"21","39,8","40%","49%",721
"POLITICKÉ HNUTÍ ANO 2011","35/35","0",2,"33","45,8","29%","51%",768
"ÚSVIT PŘÍMÉ DEMOKRACIE","35/35","0",10,"25","47,9","54%","23%",792
"NEZÁVISLÍ","35/35","0",0,"0","43,9","37%","43%",88
