"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ","27/27","0",14,"13","46,8","41%","67%",1
"TA NAŠE TŘEBÍČ","27/27","0",13,"14","36,9","33%","41%",1025
"BŘEHY","27/27","2",0,"7","43,1","26%","59%",364
"TŘEBÍČ MŮJ DOMOV","27/27","0",18,"9","46","33%","56%",449
"""VOLBATR""","27/27","0",8,"19","44","37%","48%",457
"KOMUNISTICKÁ STRANA ČECH A MORAVY","27/27","3",0,"8","60,3","37%","33%",47
"TŘEBÍČ OBČANŮM!","27/27","0",5,"22","36,7","37%","33%",470
"OBČANSKÁ DEMOKRATICKÁ STRANA","27/27","2",0,"14","49,6","15%","41%",53
"ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ","27/27","5",0,"16","43,9","30%","19%",7
"STRANA SVOBODNÝCH OBČANŮ","22/27","0",0,"0","31","23%","27%",714
"TOP 09","27/27","2",0,"17","46,3","37%","63%",721
"PRO TŘEBÍČ","27/27","3",2,"9","44,8","37%","67%",728
"ANO 2011","27/27","0",1,"26","46,8","41%","52%",768
