"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"PARDUBICE PRO LIDI A SOUKROMNÍCI","15/15","0",1,"14","48,9","13%","33%",1073
"KOALICE PRO PARDUBICE ( KDU-ČSL A NESTRANÍCI )","15/15","0",7,"8","51,1","47%","67%",339
"SDRUŽENÍ PRO PARDUBICE","15/15","3",0,"11","46,1","47%","53%",449
"KOMUNISTICKÁ STRANA ČECH A MORAVY","15/15","2",0,"6","63,9","40%","20%",47
"TOP 09 A NEZÁVISLÍ","12/15","0",0,"0","34,4","8%","42%",480
"STRANA ZELENÝCH","11/15","0",2,"9","36,8","55%","45%",5
"PATRIOTI PARDUBIC","15/15","0",3,"12","45,3","33%","40%",522
"OBČANSKÁ DEMOKRATICKÁ STRANA","15/15","3",0,"8","45,5","7%","53%",53
"NAŠE PARDUBICE - ""NECHCEME VÁM VLÁDNOUT, CHCEME S VÁMI SPOLUPRACOVAT""","5/15","0",0,"0","39,6","0%","60%",537
"PARDUBÁCI","15/15","2",1,"9","41,4","40%","27%",538
"ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ","15/15","4",0,"6","52,7","40%","20%",7
"ANO 2011","15/15","0",0,"0","32,8","47%","47%",768
