"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ","15/15","0",0,"0","44,6","47%","47%",1
"DĚLNICKÁ STRANA SOCIÁLNÍ SPRAVEDLNOSTI - ZA BEZPEČNÝ NEJDEK!","15/15","0",1,"14","28,3","13%","0%",1072
"HNUTÍ NEZÁVISLÝCH ZA HARMONICKÝ ROZVOJ OBCÍ A MĚST","15/15","4",0,"10","43,1","40%","13%",112
"""SDRUŽENÍ NESTRANÍKŮ""","15/15","0",9,"6","53,9","47%","47%",158
"KOMUNISTICKÁ STRANA ČECH A MORAVY","15/15","1",0,"10","51,3","40%","7%",47
"STRANA ZELENÝCH","15/15","1",0,"11","42,3","27%","53%",5
"OBČANSKÁ DEMOKRATICKÁ STRANA","15/15","3",0,"5","51,3","20%","0%",53
"ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ","15/15","4",0,"11","43,5","47%","0%",7
"STRANA SVOBODNÝCH OBČANŮ","15/15","0",4,"11","43,1","27%","20%",714
"STRANA PRÁV OBČANŮ","15/15","0",3,"12","47,9","33%","13%",724
"ANO 2011","15/15","0",1,"14","41,1","20%","27%",768
