"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"TŘINÁCTKA","35/35","0",0,"0","45,6","51%","69%",1048
"HNUTÍ OBČANŮ PRAHY","19/35","0",0,"0","45,7","32%","0%",1056
"ZELENÍ A PIRÁTI PRO 13","35/35","0",11,"24","37,7","31%","46%",1066
"DOMOV","27/35","0",1,"26","41,9","30%","22%",155
"KOMUNISTICKÁ STRANA ČECH A MORAVY","35/35","2",0,"18","60,2","29%","23%",47
"OBČANSKÁ KOALICE PRAHY 13 A POLITICKÉ HNUTÍ STAROSTOVÉ A NEZÁVISLÍ, WWW.KOALICE13.CZ","35/35","0",12,"23","47","40%","40%",470
"SDRUŽENÍ NEZÁVISLÝCH OBČANŮ PRAHY, SNOP - 13","35/35","0",9,"26","53,1","26%","46%",517
"OBČANSKÁ DEMOKRATICKÁ STRANA","35/35","12",0,"14","47,4","26%","26%",53
"KORUNA ČESKÁ (MONARCHISTICKÁ STRANA ČECH, MORAVY A SLEZSKA)","1/35","0",1,"0","30","0%","100%",55
"KOALICE KDU-ČSL, LES A OBČANŮ PRAHY 13","35/35","0",11,"24","42,5","49%","63%",568
"ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ","35/35","6",0,"24","46,8","29%","46%",7
"STRANA SVOBODNÝCH OBČANŮ","35/35","0",0,"0","40,3","31%","49%",714
"TOP 09","35/35","9",0,"20","47,9","29%","69%",721
"ANO 2011","35/35","0",2,"33","42,9","43%","51%",768
"PRO PRAHU","35/35","0",2,"33","43,8","23%","40%",791
