"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"STAROSTOVÉ A NEZÁVISLÍ","15/15","0",10,"5","47,1","40%","13%",166
"KOALICE PRO DAŠICE (KDU-ČSL A NESTRANÍCI)","15/15","2",2,"5","46,1","7%","0%",339
"OBČANSKÁ DEMOKRATICKÁ STRANA A NEZÁVISLÍ","15/15","0",9,"6","42,5","13%","13%",389
"KOMUNISTICKÁ STRANA ČECH A MORAVY","15/15","2",1,"4","53,9","47%","13%",47
"ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ","15/15","1",1,"6","45,3","40%","0%",7
"STRANA PRÁV OBČANŮ","15/15","0",10,"5","38","20%","20%",724
"ANO 2011","10/15","0",2,"8","43","30%","10%",768
"I. DAŠICKÁ SDRUŽENÁ","15/15","2",0,"5","42,8","13%","20%",901
"SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ ZA MĚSTO DAŠICE","15/15","2",0,"8","44,5","40%","27%",902
"DAŠICE - NÁŠ DOMOV","15/15","0",6,"9","40","33%","13%",903
