"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ","20/21","0",0,"5","45,3","35%","40%",1
"SPOLEČNĚ PRO NERATOVICE","21/21","0",7,"14","45,8","19%","43%",112
"VOLBA PRO MĚSTO","21/21","3",1,"11","52,3","19%","71%",113
"ZELENÁ PRO NERATOVICE-TADY JSME DOMA","21/21","0",6,"15","57,2","76%","38%",364
"KLUB ANGAŽOVANÝCH NESTRANÍKŮ","21/21","2",0,"5","53,4","67%","76%",40
"SNK  - ED","21/21","0",15,"6","55,9","14%","29%",449
"KOMUNISTICKÁ STRANA ČECH A MORAVY","19/21","2",0,"5","62,8","42%","0%",47
"NERATOVICE JINAK","21/21","4",1,"10","44","43%","48%",470
"OBČANSKÁ DEMOKRATICKÁ STRANA","21/21","4",0,"9","51,6","33%","48%",53
"ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ","21/21","4",0,"10","44,7","29%","33%",7
"TOP 09","21/21","1",2,"13","39,5","48%","33%",721
