"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"OTEVŘENÁ RADNICE","15/31","0",0,"0","39,7","67%","47%",1024
"DOMOV","13/31","0",0,"0","53,5","23%","31%",155
"DEMOKRATÉ JANA KASLA","31/31","0",5,"26","47,2","35%","16%",427
"KOMUNISTICKÁ STRANA ČECH A MORAVY","29/31","0",0,"13","62,9","21%","14%",47
"PATNÁCTKA NÁŠ DOMOV - STRANA ZELENÝCH, KDU-ČSL A NEZÁVISLÍ KANDIDÁTI","31/31","0",2,"29","44,5","52%","58%",479
"OBČANSKÁ DEMOKRATICKÁ STRANA","31/31","2",0,"16","50,1","23%","48%",53
"OBČANSKÁ DEMOKRATICKÁ STRANA","31/31","3",0,"16","50,1","23%","48%",53
"ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ","31/31","2",0,"15","46","35%","55%",7
"TOP 09","31/31","2",0,"19","40,7","45%","45%",721
"ANO 2011","31/31","0",2,"29","43,8","48%","29%",768
"PRO PRAHU","31/31","0",1,"30","41,5","16%","16%",791
"ÚSVIT PŘÍMÉ DEMOKRACIE","31/31","0",8,"23","53,7","39%","10%",792
"NEZÁVISLÍ","31/31","1",0,"13","48,9","32%","45%",88
"NEZÁVISLÍ","31/31","0",0,"13","48,9","32%","45%",88
