"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"POZITIVNĚ PRO HODONÍN - KDU-ČSL A KONS SPOLEČNĚ","31/31","0",20,"11","46,8","39%","65%",1082
"KOMUNISTICKÁ STRANA ČECH A MORAVY","31/31","5",0,"10","59,4","39%","19%",47
"OBČANSKÁ DEMOKRATICKÁ STRANA","31/31","5",0,"26","46","39%","45%",53
"ZMĚNA","31/31","3",6,"19","45,8","39%","48%",539
"ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ","31/31","7",0,"24","40,7","35%","39%",7
"STRANA SVOBODNÝCH OBČANŮ","31/31","0",0,"0","27,1","19%","45%",714
"ČESKÁ PIRÁTSKÁ STRANA","3/31","0",0,"0","27","0%","0%",720
"TOP 09","31/31","2",3,"16","35,7","19%","42%",721
"ANO 2011","31/31","0",6,"25","44,3","23%","39%",768
"NEZÁVISLÍ","31/31","6",2,"11","44,2","26%","42%",88
