"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ S PODPOROU NEZÁVISLÝCH","15/15","0",5,"10","40,9","40%","67%",1
"CESTA MĚSTA","15/15","0",0,"0","39","47%","73%",364
"KOMUNISTICKÁ STRANA ČECH A MORAVY","15/15","1",0,"4","58,8","7%","20%",47
"LYSÁ V POHYBU","15/15","0",0,"0","42,3","67%","27%",470
"ZMĚNA PRO LYSOU","15/15","0",4,"11","46,9","40%","13%",510
"OBČANSKÁ DEMOKRATICKÁ STRANA","15/15","4",0,"7","41,9","27%","40%",53
"ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ","15/15","2",2,"4","53,1","47%","27%",7
"STRANA SVOBODNÝCH OBČANŮ","15/15","0",3,"12","32,3","47%","20%",714
"TOP 09","15/15","1",0,"9","50,9","47%","47%",721
"ANO 2011","15/15","0",0,"0","38,9","40%","33%",768
"""KULTURNĚ!""","15/15","0",8,"7","40,1","47%","67%",901
"NAŠE LYSÁ","15/15","1",2,"5","43,9","33%","47%",902
