"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"KOMUNISTICKÁ STRANA ČECH A MORAVY","3/7","1",0,"2","44","0%","33%",47
"MARIE STRAŠÍKOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","50","100%","0%",801
"JAROSLAV STRAŠÍK, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","52","0%","0%",802
"JAKUB PRÁGR, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","30","0%","0%",803
"JOSEF STANĚK, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","49","0%","0%",804
"JIŘÍ KOTEK, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","31","0%","0%",805
"JIŘÍ VYHNAL, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","39","0%","0%",806
"JANA SEMOTÁNOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","48","100%","0%",807
"OLDŘICH MAREŠ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","55","0%","0%",808
"MICHAL RANDL, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","38","0%","0%",809
"FRANTIŠEK BUNDA, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","64","0%","0%",810
"RŮŽENA SEMORÁDOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","34","100%","0%",811
