"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ","27/27","7",0,"4","50,4","48%","52%",1
"NESTRANÍCI","27/27","2",2,"22","37,3","26%","67%",181
"SOS PRO ČESKÝ TĚŠÍN SDRUŽENÍ STRANY PRO OTEVŘENOU SPOLEČNOST A NEZÁVISLÝCH KANDIDÁTŮ","27/27","5",1,"18","39,5","70%","19%",407
"KOMUNISTICKÁ STRANA ČECH A MORAVY","27/27","2",0,"10","58,4","48%","11%",47
"OBČANSKÁ DEMOKRATICKÁ STRANA","27/27","5",1,"8","47,5","26%","48%",53
"ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ","27/27","6",0,"16","45,6","37%","37%",7
"COEXISTENTIA","27/27","0",0,"0","52,5","19%","37%",72
"ČESKÁ PIRÁTSKÁ STRANA","24/27","0",0,"0","28,5","8%","29%",720
"TOP 09","27/27","0",3,"23","42,3","22%","11%",721
"NEZÁVISLÍ","27/27","0",7,"16","46,2","48%","44%",88
