"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"VOLBA PRO MĚSTO","23/23","3",0,"7","48,9","26%","39%",113
"KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ A NEZÁVISLÍ KANDIDÁTI","23/23","0",17,"6","46,1","17%","39%",355
"TO PRAVÉ MEZIŘÍČÍ","23/23","0",11,"12","40,4","26%","61%",389
"KOMUNISTICKÁ STRANA ČECH A MORAVY","23/23","2",0,"11","59,8","22%","13%",47
"ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ","23/23","5",1,"12","44,5","43%","57%",7
"STRANA SVOBODNÝCH OBČANŮ","23/23","0",0,"0","46,3","52%","48%",714
"TOP 09","23/23","1",0,"12","35,3","30%","35%",721
"STRANA PRÁV OBČANŮ","23/23","0",4,"19","50","30%","13%",724
"ANO 2011","17/23","0",0,"0","41,5","24%","24%",768
"NEZÁVISLÍ","23/23","2",0,"7","45,9","35%","35%",88
