"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"OTEVŘENÝ ÚJEZD","17/17","3",2,"9","50","29%","71%",364
"KOMUNISTICKÁ STRANA ČECH A MORAVY","17/17","1",0,"5","59","59%","18%",47
"SÚL A PATRIOTI - VOLBA PRO PRAHU 21","17/17","0",4,"13","54,8","29%","18%",524
"OBČANSKÁ DEMOKRATICKÁ STRANA","17/17","6",0,"8","50,4","47%","71%",53
"ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ","17/17","2",0,"7","50,6","41%","35%",7
"STRANA SVOBODNÝCH OBČANŮ","17/17","0",0,"0","37,9","24%","53%",714
"STRANA SOUKROMNÍKŮ ČESKÉ REPUBLIKY","17/17","0",0,"0","46,4","6%","12%",716
"TOP 09","17/17","3",0,"13","41,4","53%","71%",721
"ANO 2011","17/17","0",1,"16","44,4","35%","65%",768
"PRO PRAHU","17/17","0",3,"14","49,9","41%","41%",791
