"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ","21/21","2",0,"13","50,5","38%","43%",1
"HNUTÍ NEZÁVISLÝCH ZA HARMONICKÝ ROZVOJ OBCÍ A MĚST","21/21","2",1,"8","52,4","24%","24%",112
"VOLBA PRO MĚSTO","21/21","2",2,"10","48","24%","43%",113
"KOMUNISTICKÁ STRANA ČECH A MORAVY","21/21","2",0,"7","52,1","19%","5%",47
"HLUBOCKO - PROSPERUJÍCÍ, BEZPEČNÉ, SOLIDÁRNÍ A POHODOVÉ","21/21","2",2,"6","54,9","38%","62%",470
"OBČANSKÁ DEMOKRATICKÁ STRANA","21/21","5",0,"4","51,6","33%","38%",53
"ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ","21/21","2",0,"7","44,2","19%","29%",7
"ANO 2011","21/21","0",3,"18","38","43%","43%",768
"JIŘÍ TOPKA, NEZÁVISLÝ KANDIDÁT","1/21","0",1,"0","47","0%","0%",801
"ALIANCE NORMÁLNÍCH OBČANŮ ANO 2014","21/21","0",9,"12","42,5","33%","33%",901
