"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"ZA SPOKOJENÝ ŽIVOT OBČANŮ","11/11","0",9,"2","45,8","18%","18%",470
"MYSLIVCI POLICE","9/11","0",7,"2","51,4","22%","0%",901
"SHD POLICE","9/11","0",7,"2","40,6","44%","11%",902
"OBČANÉ 2014","3/11","0",1,"2","29","0%","33%",903
"PRO POLICE","11/11","0",2,"9","40,3","36%","27%",904
"TĚLOVÝCHOVNÁ JEDNOTA POLICE","11/11","0",8,"3","43,3","18%","0%",905
"BEZEJMENNÁ","11/11","0",3,"8","47,7","45%","0%",906
"NEZÁVISLÍ","9/11","0",2,"7","36,9","11%","0%",907
"NEZÁVISLÍ - 1","11/11","2",0,"0","24,8","36%","9%",908
"POLICKÁ MLÁDEŽ","9/11","0",1,"8","22,7","0%","0%",909
