"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"NOVÝ SEVER","25/25","0",0,"0","39,4","32%","24%",1017
"KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOLOVENSKÁ STRANA LIDOVÁ A TOP 09","18/25","0",5,"13","46,8","50%","33%",1058
"""JIRKOV 21.STOLETÍ""","25/25","3",0,"14","46,2","36%","28%",145
"STAROSTOVÉ A NEZÁVISLÍ","25/25","0",6,"19","41,6","28%","24%",166
"KOMUNISTICKÁ STRANA ČECH A MORAVY","25/25","4",1,"3","58,9","0%","8%",47
"OTEVŘENÁ RADNICE S PODPOROU INICIATIVY ZA MHD ZDRAMA","25/25","0",13,"12","48,1","32%","20%",525
"OBČANSKÁ DEMOKRATICKÁ STRANA","25/25","4",1,"10","54,3","32%","48%",53
"ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ","25/25","9",0,"10","44,4","28%","28%",7
"STRANA SVOBODNÝCH OBČANŮ","25/25","0",4,"21","41,1","28%","8%",714
"STRANA SOUKROMNÍKŮ ČESKÉ REPUBLIKY","25/25","0",3,"22","43,2","24%","8%",716
"ČESKÁ SUVERENITA","23/25","0",0,"0","41,6","61%","0%",759
"ANO 2011","25/25","0",0,"0","43,9","44%","24%",768
"PRO SPORT A ZDRAVÍ","25/25","0",3,"22","47,2","32%","36%",785
"NE BRUSELU - NÁRODNÍ DEMOKRACIE","25/25","0",12,"13","37,2","36%","0%",79
