"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ","27/27","1",0,"10","48,9","67%","59%",1
"KOMUNISTICKÁ STRANA ČECH A MORAVY","27/27","4",0,"10","52,5","33%","33%",47
"SPORT A ZDRAVÍ LITOMĚŘICE","27/27","0",9,"18","42,9","33%","37%",470
"TOP 09 A NEZÁVISLÍ","27/27","0",9,"18","44,6","30%","41%",480
"STRANA ZELENÝCH","27/27","2",0,"19","39,7","30%","70%",5
"SEVEROČEŠI LITOMĚŘICE","27/27","0",1,"26","40,1","19%","44%",518
"VOLBA PRO LITOMĚŘICE","27/27","0",0,"0","38,8","15%","41%",520
"OBČANSKÁ DEMOKRATICKÁ STRANA","27/27","10",2,"8","47,6","26%","56%",53
"ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ","27/27","6",0,"18","47,8","37%","41%",7
"STRANA SVOBODNÝCH OBČANŮ","4/27","0",0,"0","29,5","25%","25%",714
"STRANA SOUKROMNÍKŮ ČESKÉ REPUBLIKY","27/27","0",4,"23","44,6","30%","15%",716
"ANO 2011","27/27","0",1,"26","41,4","15%","63%",768
"PRO SPORT A ZDRAVÍ","27/27","0",4,"23","30,9","52%","37%",785
"KOMUNISTICKÁ STRANA ČESKOSLOVENSKA","8/27","0",0,"0","65,5","38%","25%",93
