"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ","43/43","0",25,"18","45,1","49%","51%",1
"PATRIOT 2014","43/43","0",0,"0","31,2","47%","16%",1023
"ZELENÍ PIRÁTI PRO HAVÍŘOV","43/43","0",0,"0","35,5","35%","42%",1066
"HNUTÍ PRO HAVÍŘOV","43/43","4",2,"20","44,5","30%","40%",114
"OS HAVÍŘOVÁK- VŠEOBECNÁ OBČANSKÁ STRANA","26/43","0",5,"21","38,5","15%","12%",154
"KOMUNISTICKÁ STRANA ČECH A MORAVY","43/43","12",0,"20","53,3","35%","37%",47
"OBČANSKÁ DEMOKRATICKÁ STRANA","43/43","5",0,"32","38","23%","28%",53
"ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ","43/43","15",1,"15","49","26%","51%",7
"TOP 09","43/43","2",0,"28","43,8","40%","35%",721
"ANO 2011","43/43","0",2,"41","40,1","30%","33%",768
"NE BRUSELU - NÁRODNÍ DEMOKRACIE","7/43","0",2,"5","42,9","43%","14%",79
"ÚSVIT PŘÍMÉ DEMOKRACIE","43/43","0",2,"41","43,5","42%","12%",792
"NEZÁVISLÍ","43/43","2",1,"27","47,2","23%","44%",88
