"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"STRANA PRO OTEVŘENOU SPOLEČNOST","15/15","2",0,"5","56","73%","7%",103
"SNK EVROPŠTÍ DEMOKRATÉ","15/15","0",9,"6","51,1","13%","27%",129
"OBČANSKÁ DEMOKRATICKÁ STRANA","15/15","4",0,"4","53,9","27%","33%",53
"ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ","15/15","0",0,"0","48,8","33%","13%",7
"STAROSTOVÉ PRO LIBERECKÝ KRAJ","15/15","1",13,"2","45,8","47%","13%",703
"ANO 2011","15/15","0",2,"13","46,4","33%","13%",768
"LIBERÁLNĚ EKOLOGICKÁ STRANA","15/15","0",7,"8","47,1","33%","7%",795
"SNK - ZMĚNA PRO HARRACHOV","15/15","0",3,"12","39,4","20%","20%",901
"NE - ZÁVISLÍ","15/15","0",4,"11","42,8","20%","33%",902
"SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ PRO HARRACHOV","15/15","0",9,"6","42,1","13%","7%",903
