"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ","17/17","2",1,"9","52,2","29%","59%",1
"VOLBA PRO MĚSTO","17/17","4",0,"5","51,6","35%","59%",113
"SNK EVROPŠTÍ DEMOKRATÉ","17/17","5",0,"16","45,8","41%","41%",129
"KOMUNISTICKÁ STRANA ČECH A MORAVY","17/17","2",0,"5","64,4","24%","12%",47
"NEZÁVISLÍ A TOP 09","17/17","0",7,"10","46,6","41%","29%",480
"STRANA ZELENÝCH","17/17","0",0,"11","38,1","47%","6%",5
"OBČANSKÁ DEMOKRATICKÁ STRANA","17/17","2",1,"5","45,5","35%","59%",53
"ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ","17/17","2",2,"4","52,1","29%","41%",7
"STRANA SVOBODNÝCH OBČANŮ","17/17","0",0,"13","36,4","29%","24%",714
"""JIHOČEŠI 2012""","17/17","0",8,"9","48,7","18%","18%",766
"ANO 2011","17/17","0",0,"0","36,2","41%","29%",768
