"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"ÚSTECKÉ FÓRUM OBČANŮ","15/15","0",4,"11","38,7","27%","53%",1012
"POLITICKÉ HNUTÍ OBRODA","15/15","0",0,"0","45,4","20%","7%",1013
"ČISTÉ ÚSTÍ","15/15","0",0,"0","39,5","40%","7%",1021
"KOMUNISTICKÁ STRANA ČECH A MORAVY","15/15","2",0,"9","53,7","27%","13%",47
"SEVEROČEŠI ÚSTÍ NAD LABEM","15/15","0",5,"10","39,7","40%","20%",518
"OBČANSKÁ DEMOKRATICKÁ STRANA","15/15","3",0,"13","42","40%","13%",53
"PRO! ÚSTÍ","15/15","0",6,"9","34,8","40%","27%",562
"ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ","15/15","4",0,"4","45,2","53%","13%",7
"TOP 09","15/15","2",0,"13","47,8","60%","13%",721
"ANO 2011","15/15","0",1,"14","44,7","53%","33%",768
"PRO SPORT A ZDRAVÍ","15/15","0",5,"10","51,4","20%","40%",785
"ÚSTEČANÉ","15/15","0",3,"12","40,9","47%","13%",796
