"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ","21/21","2",0,"9","51","33%","43%",1
"STAROSTOVÉ A NEZÁVISLÍ","21/21","0",8,"13","46,5","48%","38%",166
"SDRUŽENÍ POLITICKÉ STRANY VOLBA PRO MĚSTO (VPM) A NEZÁVISLÝCH KANDIDÁTŮ ""ROZVOJ MĚSTA""","21/21","0",12,"9","45,5","48%","43%",411
"HRONOVŠTÍ PATRIOTI","21/21","0",8,"13","47,3","48%","52%",522
"OBČANSKÁ DEMOKRATICKÁ STRANA","21/21","7",1,"16","48,4","29%","10%",53
"ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ","17/21","3",0,"3","53,9","53%","41%",7
"TOP 09","21/21","3",1,"15","45,5","48%","52%",721
"ANO 2011","21/21","0",6,"15","46,9","33%","19%",768
"NE BRUSELU - NÁRODNÍ DEMOKRACIE","1/21","0",0,"0","26","0%","0%",79
"NEZÁVISLÍ","21/21","2",0,"9","48,8","24%","10%",88
