"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"VOLBA PRO MĚSTO","21/21","3",0,"6","54,2","29%","67%",113
"SDRUŽENÍ PRO JIČÍN","21/21","2",0,"6","41,4","29%","62%",355
"SDRUŽENÍ OBČANSKÉ DEMOKRATICKÉ STRANY A NEZÁVISLÝCH KANDIDÁTŮ","21/21","0",7,"14","51,1","33%","48%",389
"KOMUNISTICKÁ STRANA ČECH A MORAVY","21/21","2",1,"13","60,8","24%","29%",47
"JIČÍN PRO KULTURU A SPORT A STRANA PRÁV OBČANŮ","21/21","0",3,"18","53,7","24%","29%",483
"PATRIOTI PRO JIČÍN","21/21","0",14,"7","40,3","29%","81%",522
"JIČÍNSKÝ DEMOKRATICKÝ KLUB","21/21","0",4,"17","45,4","29%","57%",544
"ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ","21/21","4",0,"12","49,9","24%","38%",7
"TOP 09","21/21","2",0,"11","47,2","14%","57%",721
"ANO 2011","21/21","0",12,"9","51","33%","43%",768
