"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"PAVEL ŠUBÍŘ","1/9","0",1,"0","48","0%","0%",801
"JANA PROKOPOVÁ","1/9","0",0,"0","37","100%","0%",802
"MICHAL OSOBA","1/9","0",1,"0","41","0%","0%",803
"ZDENĚK LECNAR","1/9","0",0,"0","50","0%","0%",804
"FRANTIŠEK DOSTÁL","1/9","0",1,"0","60","0%","0%",805
"VLASTIMIL DUBIŠAR","1/9","0",1,"0","56","0%","0%",806
"RADKA DUBIŠAROVÁ SVATOŇOVÁ","1/9","0",0,"0","38","100%","0%",807
"DÁŠA VACKOVÁ","1/9","0",1,"0","58","100%","0%",808
"MGR. MICHAL BUREŠ","1/9","0",1,"0","34","0%","100%",809
"ZDEŇKA MÁSLOVÁ","1/9","0",0,"0","43","100%","0%",810
"JAROSLAV KAUFMAN","1/9","0",0,"0","39","0%","0%",811
"MARTIN DOSTÁL","1/9","0",1,"0","38","0%","0%",812
"PETRA KAŠPAROVÁ","1/9","0",0,"0","37","100%","0%",813
"DAGMAR DUCHÁČOVÁ","1/9","0",0,"0","48","100%","0%",814
"JIŘÍ PROUZA","1/9","0",0,"0","44","0%","0%",815
"LUBOŠ ŠORFA","1/9","0",1,"0","57","0%","0%",816
