"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"TORYOVÉ","45/45","0",6,"39","40,3","51%","36%",1011
"KOALICE TOP 09 A KDU-ČSL","44/45","0",4,"40","38,7","30%","36%",1058
"ZELENÍ A NEZÁVISLÍ ZA MOST","45/45","0",11,"34","42,9","60%","38%",364
"KOMUNISTICKÁ STRANA ČECH A MORAVY","45/45","5",0,"18","51,4","29%","27%",47
"DEMOKRATICKÁ STRANA ZELENÝCH A NEZÁVISLÍ KANDIDÁTI - SDRUŽENÍ DSZ A NK","4/45","0",0,"0","33","100%","0%",482
"MOSTEČANÉ MOSTU","45/45","0",0,"0","37,2","42%","0%",514
"SEVEROČEŠI MOST","45/45","0",7,"38","47,4","16%","58%",518
"OTEVŘENÁ RADNICE S PODPOROU INICIATIVY ZA MHD ZDARMA","45/45","0",1,"44","37,6","42%","36%",525
"OBČANSKÁ DEMOKRATICKÁ STRANA","45/45","6",1,"33","42,7","29%","38%",53
"SDRUŽENÍ MOSTEČANÉ MOSTU","45/45","26",2,"9","55,4","29%","38%",536
"DĚLNICKÁ STRANA SOCIÁLNÍ SPRAVEDLNOSTI - VOLÍM BUDOUCNOST NAŠICH DĚTÍ","45/45","0",6,"39","40,5","47%","9%",600
"ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ","45/45","6",0,"22","46,1","31%","44%",7
"""OMMO - HLAS PRO OBČANA""","45/45","0",9,"36","39,7","38%","20%",734
"ANO 2011","45/45","0",1,"44","46,6","44%","42%",768
