"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ","21/21","2",1,"8","49,8","48%","62%",1
"KONZERVATIVNÍ STRANA","1/21","0",0,"0","50","0%","0%",24
"ZELENÍ A NEZÁVISLÍ - SDRUŽENÍ PRO KOHOUTOVICE","21/21","0",9,"12","42","57%","95%",364
"""A CO BRNO?""","21/21","0",0,"0","44,3","29%","52%",463
"PRO KOHOUTOVICE A MORAVU","21/21","0",11,"10","56,9","29%","52%",464
"KOMUNISTICKÁ STRANA ČECH A MORAVY","21/21","2",1,"10","60","48%","33%",47
"OBČANSKÁ DEMOKRATICKÁ STRANA","21/21","7",0,"11","43,1","29%","62%",53
"ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ","21/21","7",0,"9","47,4","19%","48%",7
"STRANA SVOBODNÝCH OBČANŮ","8/21","0",0,"0","44,4","62%","38%",714
"TOP 09","21/21","2",5,"7","39,8","29%","48%",721
