"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ","29/29","5",0,"12","49,2","28%","52%",1
"KONZERVATIVNÍ STRANA","2/29","0",0,"0","57","0%","100%",24
"STRANA ZELENÝCH S PODPOROU NEZÁVISLÝCH KANDIDÁTŮ","29/29","0",3,"26","40,6","41%","76%",364
"""A CO BRNO?""  A ZELENÁ PRO ŽIDENICE","29/29","0",15,"14","47,6","41%","21%",463
"KOMUNISTICKÁ STRANA ČECH A MORAVY","29/29","2",0,"13","70,4","28%","10%",47
"OBČANSKÁ DEMOKRATICKÁ STRANA","29/29","7",0,"18","46,1","41%","48%",53
"ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ","29/29","7",0,"17","42,6","28%","38%",7
"STRANA SVOBODNÝCH OBČANŮ","14/29","0",0,"0","46,4","14%","14%",714
"TOP 09","29/29","4",0,"17","40,5","45%","66%",721
"ANO 2011","29/29","0",3,"26","43,4","24%","48%",768
