"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"PARDUBICE PRO LIDI A SOUKROMNÍCI","15/15","0",2,"13","37,1","33%","47%",1073
"KOALICE PRO PARDUBICE ( KDU-ČSL A NESTRANÍCI )","15/15","0",7,"8","43,5","40%","40%",339
"SDRUŽENÍ PRO PARDUBICE","15/15","2",2,"12","42,9","13%","20%",449
"KOMUNISTICKÁ STRANA ČECH A MORAVY","14/15","1",0,"5","65,9","36%","14%",47
"TOP 09 A NEZÁVISLÍ","12/15","0",0,"0","40,5","25%","50%",480
"PATRIOTI PARDUBIC","15/15","0",1,"14","42,5","27%","60%",522
"OBČANSKÁ DEMOKRATICKÁ STRANA","15/15","5",0,"7","52","7%","47%",53
"NAŠE PARDUBICE - ""NECHCEME VÁM VLÁDNOUT, CHCEME S VÁMI SPOLUPRACOVAT""","5/15","0",1,"4","36,2","0%","60%",537
"PARDUBÁCI","15/15","1",0,"11","37,2","27%","27%",538
"ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ","15/15","5",0,"9","49,7","7%","20%",7
"ANO 2011","15/15","0",2,"13","49,9","33%","53%",768
