"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ A KONZERVATIVNÍ STRANA","31/31","0",16,"15","43,1","58%","32%",1082
"SNK EVROPŠTÍ DEMOKRATÉ","31/31","3",0,"15","48","32%","42%",129
"MĚSTO LIDEM","31/31","2",0,"22","42","48%","16%",147
"LEVÝ BLOK ORLOVÁ 2014","31/31","0",19,"12","44,9","45%","19%",393
"KOMUNISTICKÁ STRANA ČECH A MORAVY","31/31","7",0,"9","56,2","42%","19%",47
"ZMĚNA PRO ORLOVOU","31/31","0",0,"0","38,5","45%","16%",510
"OBČANSKÁ DEMOKRATICKÁ STRANA","31/31","3",2,"16","47,1","32%","42%",53
"ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ","31/31","8",1,"16","50,1","32%","55%",7
"STRANA PRÁV OBČANŮ","31/31","0",2,"29","42,2","35%","6%",724
"""VOLÍM ORLOVOU""","31/31","5",1,"14","46","42%","48%",733
"ANO 2011","31/31","0",5,"26","49,2","42%","42%",768
"ÚSVIT PŘÍMÉ DEMOKRACIE","31/31","0",3,"28","41,4","26%","19%",792
"NEZÁVISLÍ","31/31","2",0,"15","47","32%","48%",88
