"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"OSTRAVSKÉ FÓRUM","15/15","0",1,"14","44,1","40%","53%",1027
"DĚLNICKÁ STRANA SOCIÁLNÍ SPRAVEDLNOSTI","15/15","0",0,"13","35,1","20%","0%",156
"KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ A NEZÁVISLÍ KANDIDÁTI","15/15","0",12,"3","46,2","53%","53%",355
"KOMUNISTICKÁ STRANA ČECH A MORAVY","15/15","2",0,"7","50,1","40%","20%",47
"OBČANSKÁ DEMOKRATICKÁ STRANA","15/15","3",0,"6","52,3","40%","33%",53
"ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ","15/15","3",1,"8","49,1","47%","47%",7
"TOP 09","15/15","1",0,"14","36,7","13%","33%",721
"OSTRAVAK","15/15","0",0,"0","43,8","40%","13%",755
"ANO 2011","15/15","0",0,"0","41,3","33%","33%",768
"ROMSKÁ DEMOKRATICKÁ STRANA","15/15","0",0,"0","37,2","13%","0%",794
"NEZÁVISLÍ","15/15","5",0,"5","48,7","47%","47%",88
