"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"DOMOV","5/21","0",0,"0","41","40%","0%",155
"KOALICE - ZELENÍ, KDU-ČSL A NEZÁVISLÍ - MÁTE PRÁVO","21/21","0",5,"16","43","33%","67%",303
"KOMUNISTICKÁ STRANA ČECH A MORAVY","21/21","2",0,"7","64,9","5%","0%",47
"OBČANSKÁ DEMOKRATICKÁ STRANA","21/21","9",0,"9","44,4","33%","43%",53
"ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ","21/21","5",0,"10","50,1","29%","19%",7
"STRANA SVOBODNÝCH OBČANŮ","21/21","0",1,"20","37,4","43%","43%",714
"ČESKÁ PIRÁTSKÁ STRANA S PODPOROU OBČANSKÉHO SDRUŽENÍ ZDRAVÉ LETŇANY","21/21","0",3,"18","46,7","38%","38%",720
"TOP 09","21/21","4",2,"17","48,7","33%","14%",721
"PRO PRAHU","21/21","0",3,"18","47","57%","43%",791
"ROMSKÁ DEMOKRATICKÁ STRANA","2/21","0",0,"0","27,5","100%","0%",794
