"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"OTEVŘENÁ RADNICE","17/17","0",10,"7","47,1","53%","12%",1024
"VOLBA PRO MĚSTO","17/17","4",0,"5","52,8","59%","53%",113
"SRDCE PRO TÝNEC","17/17","0",7,"10","45,9","59%","41%",166
"TÝNEC - DOBRÁ ADRESA","17/17","0",5,"12","49","35%","18%",427
"KOMUNISTICKÁ STRANA ČECH A MORAVY","17/17","2",0,"7","65,6","41%","12%",47
"DĚLNICKÁ STRANA SOCIÁLNÍ SPRAVEDLNOSTI - BUDOUCNOST PRO VŠECHNY GENERACE","17/17","0",0,"0","51,1","24%","0%",600
"ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ","17/17","2",0,"5","37,6","18%","29%",7
"ANO 2011","17/17","0",2,"15","43,5","18%","41%",768
"NEZÁVISLÍ","17/17","2",6,"3","41,8","24%","35%",88
"SDRUŽENÍ PRO ROZVOJ MÍSTNÍCH ČÁSTÍ TÝNCE N.S.","17/17","0",3,"14","49,1","41%","24%",901
