"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ","27/27","0",0,"5","53,2","37%","41%",1
"VOLBA PRO MĚSTO","27/27","0",6,"21","43,9","44%","7%",113
"KOMUNISTICKÁ STRANA ČECH A MORAVY","27/27","3",1,"9","58,8","52%","15%",47
"ŠANCE PRO KUTNOU HORU","27/27","13",3,"8","49,7","26%","56%",470
"ALTERNATIVA PRO KUTNOU HORU","27/27","0",9,"7","56,5","22%","59%",476
"KUTNOHORŠTÍ PATRIOTI","27/27","2",2,"20","46,3","56%","22%",509
"OBČANSKÁ DEMOKRATICKÁ STRANA","27/27","2",2,"11","45,1","11%","37%",53
"ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ","27/27","5",0,"16","55,1","30%","44%",7
"TOP 09","27/27","2",1,"15","46,9","44%","41%",721
"ANO 2011","27/27","0",3,"24","46,1","30%","37%",768
"KUTNOHORSKÁ ZMĚNA","27/27","0",8,"19","36,7","19%","48%",901
